t,amount,amount_1d,amount_30d,labels.distribution.amount,labels.distribution.amount_1d,labels.distribution.amount_30d,labels.generation.amount,labels.generation.amount_1d,labels.generation.amount_30d,labels.industrial.amount,labels.industrial.amount_1d,labels.industrial.amount_30d,labels.transmission.amount,labels.transmission.amount_1d,labels.transmission.amount_30d,id_relation,Pays
2024-07-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2024-08-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2024-09-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2024-10-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2024-11-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2024-12-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2025-01-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2025-02-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2025-03-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2025-04-01T00:00:00.000Z,2,1,1,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2025-05-01T00:00:00.000Z,3,0,1,1,0,0,1,0,1,,,,2,0,1,/boundary/192791,Equatorial Guinea
2025-06-01T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-07-01T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-08-01T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-09-01T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-01T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-02T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-03T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-04T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-05T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-06T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-07T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-08T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-09T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-10T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-11T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-12T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-13T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-14T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-15T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-16T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-17T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-18T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-19T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-20T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-21T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-22T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-23T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-24T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-25T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-26T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-27T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-28T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-29T00:00:00.000Z,4,1,1,2,1,1,1,0,0,,,,3,1,1,/boundary/192791,Equatorial Guinea
2025-10-30T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-10-31T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-01T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-02T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-03T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-04T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-05T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-06T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-07T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-08T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-09T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-10T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-11T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-12T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-13T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-14T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-15T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-16T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-17T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-18T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-03-01T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-04-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-05-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-06-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-07-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-08-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-09-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-02T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-03T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-04T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-05T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-06T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-07T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-08T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-09T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-10T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-11T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-12T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-13T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-14T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-15T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-16T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-17T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-18T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-19T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-20T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-21T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-22T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-23T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-24T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-25T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-26T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-27T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-28T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-29T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-30T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-10-31T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-02T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-03T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-04T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-05T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-06T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-07T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-08T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-09T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-10T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-11T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-12T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-13T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-14T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-15T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-16T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-17T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2025-11-18T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/296961,Eritrea
2024-02-01T00:00:00.000Z,7,0,6,,,,,,,,,,,,,/boundary/79510,Estonia
2024-03-01T00:00:00.000Z,10,0,7,,,,,,,,,,1,0,1,/boundary/79510,Estonia
2024-04-01T00:00:00.000Z,13,0,6,,,,,,,,,,2,0,1,/boundary/79510,Estonia
2024-05-01T00:00:00.000Z,15,0,6,,,,,,,,,,2,0,0,/boundary/79510,Estonia
2024-06-01T00:00:00.000Z,16,0,4,1,0,1,,,,1,0,1,3,0,1,/boundary/79510,Estonia
2024-07-01T00:00:00.000Z,18,0,6,1,0,0,,,,1,0,0,3,0,0,/boundary/79510,Estonia
2024-08-01T00:00:00.000Z,23,2,8,1,0,0,,,,1,0,0,4,0,1,/boundary/79510,Estonia
2024-09-01T00:00:00.000Z,25,1,10,3,0,2,,,,1,0,0,6,0,2,/boundary/79510,Estonia
2024-10-01T00:00:00.000Z,27,1,9,6,0,4,,,,1,0,0,7,0,2,/boundary/79510,Estonia
2024-11-01T00:00:00.000Z,27,1,9,6,0,2,,,,1,0,0,7,0,3,/boundary/79510,Estonia
2024-12-01T00:00:00.000Z,27,0,6,6,0,1,,,,1,0,0,7,0,1,/boundary/79510,Estonia
2025-01-01T00:00:00.000Z,29,1,7,8,1,2,,,,1,0,0,8,1,1,/boundary/79510,Estonia
2025-02-01T00:00:00.000Z,29,1,5,8,1,3,,,,1,0,0,9,0,3,/boundary/79510,Estonia
2025-03-01T00:00:00.000Z,29,2,9,9,1,3,,,,1,0,0,9,1,2,/boundary/79510,Estonia
2025-04-01T00:00:00.000Z,29,0,3,9,0,1,,,,1,0,0,10,0,1,/boundary/79510,Estonia
2025-05-01T00:00:00.000Z,29,1,3,10,1,3,,,,1,0,0,11,1,2,/boundary/79510,Estonia
2025-06-01T00:00:00.000Z,33,0,9,11,0,1,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-07-01T00:00:00.000Z,34,0,6,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-08-01T00:00:00.000Z,35,0,4,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-09-01T00:00:00.000Z,36,0,7,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-10-01T00:00:00.000Z,36,0,7,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-02T00:00:00.000Z,36,1,7,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-03T00:00:00.000Z,36,1,7,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-04T00:00:00.000Z,36,0,7,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-05T00:00:00.000Z,36,0,7,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-06T00:00:00.000Z,36,0,7,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-07T00:00:00.000Z,36,0,7,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-08T00:00:00.000Z,36,0,7,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-09T00:00:00.000Z,36,0,6,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-10T00:00:00.000Z,36,0,6,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-11T00:00:00.000Z,36,0,5,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-12T00:00:00.000Z,36,0,5,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-13T00:00:00.000Z,36,0,5,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-14T00:00:00.000Z,36,1,5,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-15T00:00:00.000Z,36,0,5,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-16T00:00:00.000Z,36,0,5,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-17T00:00:00.000Z,36,0,5,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-18T00:00:00.000Z,36,0,4,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-19T00:00:00.000Z,36,0,3,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-20T00:00:00.000Z,36,0,3,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-21T00:00:00.000Z,36,0,3,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-22T00:00:00.000Z,36,0,3,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-23T00:00:00.000Z,37,1,4,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-24T00:00:00.000Z,37,0,4,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-25T00:00:00.000Z,37,0,4,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-26T00:00:00.000Z,37,0,3,11,0,0,,,,1,0,0,12,0,1,/boundary/79510,Estonia
2025-10-27T00:00:00.000Z,37,0,3,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-10-28T00:00:00.000Z,37,0,3,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-10-29T00:00:00.000Z,37,0,3,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-10-30T00:00:00.000Z,37,0,3,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-10-31T00:00:00.000Z,37,0,3,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-01T00:00:00.000Z,37,1,4,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-02T00:00:00.000Z,37,0,3,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-03T00:00:00.000Z,37,0,3,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-04T00:00:00.000Z,37,0,3,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-05T00:00:00.000Z,37,1,4,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-06T00:00:00.000Z,37,0,4,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-07T00:00:00.000Z,37,0,4,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-08T00:00:00.000Z,37,0,4,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-09T00:00:00.000Z,37,0,4,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-10T00:00:00.000Z,37,0,4,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-11T00:00:00.000Z,37,0,4,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-12T00:00:00.000Z,37,0,4,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-13T00:00:00.000Z,37,0,3,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-14T00:00:00.000Z,37,0,3,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-15T00:00:00.000Z,37,0,3,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-16T00:00:00.000Z,38,1,4,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-17T00:00:00.000Z,38,1,5,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2025-11-18T00:00:00.000Z,38,0,5,11,0,0,,,,1,0,0,12,0,0,/boundary/79510,Estonia
2024-11-01T00:00:00.000Z,2,0,2,,,,,,,,,,1,0,1,/boundary/88210,Eswatini
2024-12-01T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-01-01T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-02-01T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-03-01T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-04-01T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-05-01T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-06-01T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-07-01T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-08-01T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-09-01T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-01T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-02T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-03T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-04T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-05T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-06T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-07T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-08T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-09T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-10T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-11T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-12T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-13T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-14T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-15T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-16T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-17T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-18T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-19T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-20T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-21T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/88210,Eswatini
2025-10-22T00:00:00.000Z,3,1,1,,,,,,,,,,2,1,1,/boundary/88210,Eswatini
2025-10-23T00:00:00.000Z,3,1,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-10-24T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-10-25T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-10-26T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-10-27T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-10-28T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-10-29T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-10-30T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-10-31T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-01T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-02T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-03T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-04T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-05T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-06T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-07T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-08T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-09T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-10T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-11T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-12T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-13T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-14T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-15T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-16T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-17T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2025-11-18T00:00:00.000Z,3,0,1,,,,,,,,,,2,0,1,/boundary/88210,Eswatini
2024-02-01T00:00:00.000Z,2,0,2,,,,,,,,,,1,0,1,/boundary/192800,Ethiopia
2024-03-01T00:00:00.000Z,3,0,1,1,0,1,1,0,1,1,0,1,2,0,1,/boundary/192800,Ethiopia
